,title,author,num_reviews,num_ratings,avg_rating,num_pages,publish_year,first_published,series,genres,awards,places,url
129,The One,J.K. Accinni,48,260,4.45,2013,,,1,"Science Fiction,Fantasy,Science Fiction > Aliens",,,https://www.goodreads.com/book/show/18044158-the-one
130,The Misenchanted Sword,Lawrence Watt-Evans,143,3417,4.03,228,2000,1985,1,"Fantasy,Fiction,Humor",,,https://www.goodreads.com/book/show/317497.The_Misenchanted_Sword
131,A Wrinkle in Time,Madeleine L'Engle,35429,1108405,3.99,218,2017,1962,1,"Fantasy,Fiction,Classics","Newbery Medal (1963), Dorothy Canfield Fisher Children's Book Award Nominee (1964), Oklahoma Sequoyah Award (1965), Margaret A. Edwards Award (1998)",Connecticut,https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time
132,Cold Magic,Kate Elliott,1082,8829,3.72,528,2010,2010,1,"Fantasy,Science Fiction > Steampunk,Young Adult",DABWAHA Romance Tournament for Best Novel with Romantic Elements/Crossover (2011),,https://www.goodreads.com/book/show/7114825-cold-magic
133,The Silent Blade,R.A. Salvatore,220,19356,4.13,394,1998,1998,1,"Fantasy,Dungeons and Dragons > Forgotten Realms,Fiction",,,https://www.goodreads.com/book/show/239105.The_Silent_Blade
134,The Birthgrave,Tanith Lee,136,1530,3.76,408,1975,,1,"Fantasy,Fiction,Science Fiction",Nebula Award Nominee for Best Novel (1975),,https://www.goodreads.com/book/show/1021251.The_Birthgrave
135,Mélusine,Sarah Monette,400,4098,3.64,477,2006,2005,1,"Fantasy,LGBT,Fiction","Locus Award Nominee for Best First Novel (2006), James Tiptree Jr. Award Nominee for Longlist (2005)",,https://www.goodreads.com/book/show/492069.M_lusine
136,The False Prince,Jennifer A. Nielsen,9808,88570,4.17,342,2012,,1,"Fantasy,Young Adult,Childrens > Middle Grade","Utah Book Award for Young Adult Literature (2014), Pennsylvania Young Readers' Choice Award Nominee for Grades 6-8 (2014), Rhode Island Teen Book Award Nominee (2014), Dorothy Canfield Fisher Children's Book Award Nominee (2014), California Young Readers Medal for Middle School/Junior High (2015) ...more",,https://www.goodreads.com/book/show/12432220-the-false-prince
137,The Killing Moon,N.K. Jemisin,1826,15452,3.93,418,2012,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy","Nebula Award Nominee for Best Novel (2012), Locus Award Nominee for Best Fantasy Novel (2013), World Fantasy Award Nominee for Best Novel (2013), Goodreads Choice Award Nominee for Fantasy (2012)",,https://www.goodreads.com/book/show/11774272-the-killing-moon
138,The Elf Queen of Shannara,Terry Brooks,290,30087,4.04,416,1998,1992,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/15566.The_Elf_Queen_of_Shannara
139,A Darker Shade of Magic,V.E. Schwab,31642,252963,4.06,400,2015,,1,"Fantasy,Young Adult,Fiction","Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2019), Tähtifantasia Award Nominee (2020), Goodreads Choice Award Nominee for Fantasy (2015)","London, England",https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic
140,Storm Front,Jim Butcher,17661,322284,3.98,355,2000,,1,"Fantasy,Fantasy > Urban Fantasy,Mystery",Compton Crook Award Nominee (2001),"Chicago, Illinois",https://www.goodreads.com/book/show/47212.Storm_Front
141,Wolf-Speaker,Tamora Pierce,1078,62277,4.13,344,2005,1993,1,"Fantasy,Young Adult,Fiction",,Tortall,https://www.goodreads.com/book/show/24094.Wolf_Speaker
142,Grass for His Pillow,Lian Hearn,697,23004,4.03,344,2004,2003,1,"Fantasy,Fiction,Historical > Historical Fiction",,Japan,https://www.goodreads.com/book/show/77161.Grass_for_His_Pillow
143,Tempus with his right-side companion Niko,Janet E. Morris,17,246,4.11,277,1987,,1,"Fantasy,Fiction,Short Stories",,,https://www.goodreads.com/book/show/3274660-tempus-with-his-right-side-companion-niko
144,The Realms of the Gods,Tamora Pierce,1061,53462,4.31,347,2006,1996,1,"Fantasy,Young Adult,Science Fiction Fantasy",,,https://www.goodreads.com/book/show/13834.The_Realms_of_the_Gods
145,Children of Blood and Bone,Tomi Adeyemi,26931,194633,4.08,544,2018,,1,"Fantasy,Young Adult,Fiction","Locus Award Nominee for First Novel (2019), William C. Morris YA Debut Award Nominee (2019), Audie Award for Audiobook of the Year (2019), Teen Buckeye Book Award (2019), Rhode Island Teen Book Award Nominee (2020) ...more",,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone
146,Song of Susannah,Stephen King,4136,146276,3.97,544,2006,2004,1,"Fantasy,Fiction,Horror",Locus Award Nominee for Best Fantasy Novel (2005),,https://www.goodreads.com/book/show/5093.Song_of_Susannah
147,Wrath,John Gwynne,1154,10060,4.5,720,2016,,1,"Fantasy,Fantasy > Epic Fantasy,Fiction","David Gemmell Legend Award Nominee for Best Fantasy Novel (2017), David Gemmell Ravenheart Award Nominee for Best Fantasy Cover Art (2017), BookNest Award for Best Traditionally Published Novel (2017)",,https://www.goodreads.com/book/show/27411345-wrath
148,The Riddle,Alison Croggon,619,20988,4.11,490,2006,2005,1,"Fantasy,Young Adult,Fiction",,,https://www.goodreads.com/book/show/393145.The_Riddle
149,The Misplaced Legion,Harry Turtledove,57,1727,3.91,323,1987,,1,"Fantasy,Science Fiction > Alternate History,Fiction",,,https://www.goodreads.com/book/show/974209.The_Misplaced_Legion
150,Valor,John Gwynne,1288,14392,4.4,680,2014,2014,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",David Gemmell Legend Award Nominee for Best Fantasy Novel (2015),,https://www.goodreads.com/book/show/40651803-valor
151,Tales From the Vulgar Unicorn,Robert Lynn Asprin,69,3227,3.85,299,1991,1980,1,"Fantasy,Fiction,Anthologies","Locus Award Nominee for Best Anthology (1981), Balrog Award Nominee for Best Collection/Anthology (1981)",,https://www.goodreads.com/book/show/585576.Tales_From_the_Vulgar_Unicorn
152,The Broken Eye,Brent Weeks,2348,54810,4.46,846,2014,,1,"Fantasy,Fantasy > Epic Fantasy,Fiction","David Gemmell Legend Award Nominee for Best Fantasy Novel (2015), Goodreads Choice Award Nominee for Fantasy (2014)",,https://www.goodreads.com/book/show/12652457-the-broken-eye
153,Reaper Man,Terry Pratchett,3020,93018,4.24,352,2005,1991,1,"Fantasy,Fiction,Humor",,"Discworld,Ankh-Morpork",https://www.goodreads.com/book/show/34517.Reaper_Man
154,Naamah's Kiss,Jacqueline Carey,672,13661,4.12,645,2009,2009,1,"Fantasy,Romance,Fiction",Gaylactic Spectrum Award Nominee for Best Novel (2010),,https://www.goodreads.com/book/show/5659537-naamah-s-kiss
155,The Iron Dragon's Daughter,Michael Swanwick,317,3637,3.68,424,2012,1993,1,"Fantasy,Fiction,Science Fiction","Arthur C. Clarke Award Nominee (1994), World Fantasy Award Nominee for Best Novel (1994)",,https://www.goodreads.com/book/show/25781.The_Iron_Dragon_s_Daughter
156,Flame of Sevenwaters,Juliet Marillier,621,7526,4.15,432,2013,2012,1,"Fantasy,Romance,Historical > Historical Fiction",Aurealis Award Nominee for Fantasy Novel (2012),,https://www.goodreads.com/book/show/16087861-flame-of-sevenwaters
157,The Price of Spring,Daniel Abraham,328,5485,4.09,352,2009,2009,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",Locus Award Nominee for Best Fantasy Novel (2010),,https://www.goodreads.com/book/show/6065889-the-price-of-spring
158,Servant of the Empire,Raymond E. Feist,455,27148,4.31,827,1990,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/13815.Servant_of_the_Empire
159,Dark Lands: Requiem,Lyn I. Kelly,17,656,4.28,216,2015,2011,1,"Drama,New Adult,Fiction",,,https://www.goodreads.com/book/show/27014776-dark-lands
160,Shadowdale,Richard Awlinson,114,5632,3.71,335,2003,1989,1,"Fantasy,Dungeons and Dragons > Forgotten Realms,Fiction",,,https://www.goodreads.com/book/show/62478.Shadowdale
161,Mistress of the Empire,Raymond E. Feist,470,24554,4.34,676,1993,1992,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/317504.Mistress_of_the_Empire
162,The Bear and the Nightingale,Katherine Arden,20145,150806,4.08,319,2017,,1,"Fantasy,Historical > Historical Fiction,Fiction","Locus Award Nominee for Best First Novel (2018), Goodreads Choice Award Nominee for Fantasy & for Debut Goodreads Author (2017), HWA Debut Crown Nominee for Longlist (2017), BookNest Award Nominee for Best Debut Novel (2017)",Russia,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale
163,Clockwork Prince,Cassandra Clare,26235,497970,4.41,498,2011,,1,"Fantasy,Young Adult,Romance","Teen Buckeye Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)","London, England",https://www.goodreads.com/book/show/10025305-clockwork-prince
164,Avempartha,Michael J. Sullivan,543,11858,4.31,331,2009,,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",,,https://www.goodreads.com/book/show/6342483-avempartha
165,Wieża Jaskółki,Andrzej Sapkowski,2562,61099,4.25,428,2001,1997,1,"Fantasy,Fiction,European Literature > Polish Literature",Paszporty Polityki (1997),,https://www.goodreads.com/book/show/68455.Wie_a_Jask_ki
166,The Phantom Tollbooth,Norton Juster,11286,270054,4.16,248,1996,1961,0,"Fantasy,Fiction,Childrens",,,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth
167,God Stalk,P.C. Hodgell,166,2309,4.11,284,1983,1982,1,"Fantasy,Fiction,Fantasy > High Fantasy",,,https://www.goodreads.com/book/show/69169.God_Stalk
168,Wintersmith,Terry Pratchett,1916,61097,4.18,325,2006,2006,1,"Fantasy,Young Adult,Fiction","Locus Award for Best Young Adult Novel (2007), Mythopoeic Fantasy Award Nominee for Children's Literature (2007) (2016), Carnegie Medal Nominee (2008)",,https://www.goodreads.com/book/show/34492.Wintersmith
169,The Iron Tower,Dennis L. McKiernan,58,772,3.94,648,2000,1986,1,"Fantasy,Fiction,Fantasy > High Fantasy",,,https://www.goodreads.com/book/show/554773.The_Iron_Tower
170,The Call of Agon,Dean F. Wilson,67,375,3.61,384,2013,,1,"Fantasy,Fantasy > Mythology,Fiction",Drunken Druid Award for Book of the Year (1st Place) (2013),,https://www.goodreads.com/book/show/17399863-the-call-of-agon
171,Broken Blades Don’t Sing,Kayl Karadjian,23,37,3.86,263,2015,,1,Science Fiction,,,https://www.goodreads.com/book/show/26872739-broken-blades-don-t-sing
172,Fate Forged,B.P. Donigan,33,159,4.09,300,2018,,1,"Fantasy > Urban Fantasy,Fantasy,Fantasy > Paranormal",,,https://www.goodreads.com/book/show/42647647-fate-forged
173,"Spintecătorul Sorții (Cartea Oamenilor, #1)",Miruna Drăghici,6,8,4.5,486,2018,,0,,,,https://www.goodreads.com/book/show/44440654-spintec-torul-sor-ii
174,The Source of Magic,Piers Anthony,430,23956,3.88,326,1997,1979,1,"Fantasy,Fiction,Humor",,,https://www.goodreads.com/book/show/15447.The_Source_of_Magic
175,The Present,Kenneth Thomas,120,10158,4.27,200,2020,,1,"Science Fiction,Science Fiction > Dystopia,Fiction",,,https://www.goodreads.com/book/show/54775299-the-present
176,Quintana of Charyn,Melina Marchetta,1696,14271,4.31,516,2012,,1,"Fantasy,Young Adult,Romance",,,https://www.goodreads.com/book/show/10165761-quintana-of-charyn
177,سلسلة سلام (1) - رواية بعد السهوك,م.سارة أحمد,41,171,4.74,368,2019,,0,,,,https://www.goodreads.com/book/show/44062503-1--
178,The Morgaine Saga,C.J. Cherryh,67,1739,4.1,707,2000,1979,1,"Fantasy,Science Fiction,Fiction",,,https://www.goodreads.com/book/show/57040.The_Morgaine_Saga
179,The Sigil Blade,Jeff Wilson,45,934,3.78,408,2015,,1,"Fantasy,Fiction,Warriors",,,https://www.goodreads.com/book/show/25434130-the-sigil-blade
180,Masks of Moi'dan,James Dwyer,3,16,4.94,324,2016,,0,Fantasy,,,https://www.goodreads.com/book/show/31240457-masks-of-moi-dan
181,The Merchant and the Menace,Daniel McHugh,20,191,3.66,442,,2011,1,"Fantasy,Fantasy > High Fantasy,Fiction",,,https://www.goodreads.com/book/show/11399934-the-merchant-and-the-menace
182,WIL O WISH,Juddy Anderson C. Punzalan,17,175,4.51,35,2021,,0,,,,https://www.goodreads.com/book/show/57491471-wil-o-wish
183,The Tyrant's Law,Daniel Abraham,499,9597,4.07,497,2013,,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",Locus Award Nominee for Best Fantasy Novel (2014),,https://www.goodreads.com/book/show/15790816-the-tyrant-s-law
184,Black: The Birth of Evil,Ted Dekker,1929,34290,4.16,432,2005,2003,1,"Fantasy,Fiction,Christian Fiction",,,https://www.goodreads.com/book/show/125956.Black
185,The Amber Spyglass,Philip Pullman,11568,329949,4.08,465,2003,2000,1,"Fantasy,Young Adult,Fiction","Booker Prize Nominee for Longlist (2001), Locus Award Nominee for Best Fantasy Novel (2001), Whitbread Award for Children's Book of the Year and Book of the Year (2001), British Book Award for Children's Book of the Year (2001), Audie Award for Children's Titles Ages 8-12 (2002) ...more",,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass
186,Winterbirth,Brian Ruckley,205,3219,3.38,541,2007,2006,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/1462020.Winterbirth
187,Harry Potter and the Deathly Hallows,J.K. Rowling,71100,3092954,4.61,759,2007,,1,"Fantasy,Young Adult,Fiction","Locus Award Nominee for Best Young Adult Novel (2008), Odyssey Award Nominee (2008), Audie Award (2008), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2008), Teen Read Award Nominee for Best All-Time-Fave (2010) ...more","London, England,Hogwarts School of Witchcraft and Wizardry,Pagford",https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
188,The Summoner,Randy Massey,20,62,4.21,285,2012,,1,Fantasy,,,https://www.goodreads.com/book/show/15776615-the-summoner
189,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin,1680,57447,4.54,5216,2011,2000,0,"Fantasy,Fiction,Science Fiction Fantasy",,,https://www.goodreads.com/book/show/12177850-a-song-of-ice-and-fire
190,Foundling,D.M. Cornish,716,7719,3.89,434,2006,,1,"Fantasy,Young Adult,Science Fiction > Steampunk",Aurealis Award for Young Adult Novel (2006),,https://www.goodreads.com/book/show/210250.Foundling
191,Eve of Snows,L. James Rice,31,136,4.01,488,2018,,1,"Fantasy,Fantasy > High Fantasy,Fiction",Next Generation Indie Book Awards (2020),,https://www.goodreads.com/book/show/40221876-eve-of-snows
192,Silverlock,John Myers Myers,170,1504,3.93,384,2005,1949,0,"Fantasy,Fiction,Classics",,,https://www.goodreads.com/book/show/104069.Silverlock
193,Wind from the Abyss,Janet E. Morris,9,113,4.06,,,,1,"Fantasy,Science Fiction,Science Fiction > Dystopia",,,https://www.goodreads.com/book/show/7706929-wind-from-the-abyss
194,Evil Among Us,J.K. Accinni,69,274,4.44,190,2013,,1,"Science Fiction,Fantasy,Science Fiction > Aliens",,,https://www.goodreads.com/book/show/17936909-evil-among-us
195,Tithe,Holly Black,4771,91782,3.71,332,2004,2002,1,"Fantasy,Young Adult,Fantasy > Urban Fantasy","Mythopoeic Fantasy Award Nominee for Children's Literature (2008), Lincoln Award Nominee (2008)",New Jersey,https://www.goodreads.com/book/show/46777.Tithe
196,Faith of the Fallen,Terry Goodkind,1194,73003,4.07,785,2001,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/121127.Faith_of_the_Fallen
197,The Time of Contempt,Andrzej Sapkowski,3931,88673,4.18,331,2013,1995,1,"Fantasy,Fiction,Audiobook",,,https://www.goodreads.com/book/show/14781491-the-time-of-contempt
198,Armageddon Cometh,J.K. Accinni,101,277,4.35,179,2012,,1,"Science Fiction,Fantasy,Young Adult",,,https://www.goodreads.com/book/show/15992895-armageddon-cometh
199,Forge of Darkness,Steven Erikson,438,8001,4.13,662,2012,2012,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",Goodreads Choice Award Nominee for Fantasy (2012),,https://www.goodreads.com/book/show/13038833-forge-of-darkness
200,The High Lord,Trudi Canavan,1696,57397,4.11,644,2004,2002,1,"Fantasy,Young Adult,Fantasy > Magic",Ditmar Award Nominee for Best Novel (2004),"Kyralia,Sachaka",https://www.goodreads.com/book/show/28251.The_High_Lord
201,"The Vampire King (The Horn King, #3)",Brae Wyckoff,5,17,4.76,302,2015,,0,Fantasy,,,https://www.goodreads.com/book/show/18069284-the-vampire-king
202,Hive,J.K. Accinni,93,358,4.4,184,2012,2012,1,"Science Fiction,Fantasy,Science Fiction > Aliens",,,https://www.goodreads.com/book/show/17322045-hive
203,"Abarat: Days of Magic, Nights of War",Clive Barker,461,14442,4.21,569,2006,2004,1,"Fantasy,Young Adult,Fiction",Bram Stoker Award for Best Work for Young Readers (2004),,https://www.goodreads.com/book/show/32636.Abarat
204,Days of Blood & Starlight,Laini Taylor,14251,158126,4.12,517,2012,,1,"Fantasy,Young Adult,Romance",DABWAHA Romance Tournament for Best Novel with Romantic Elements (2013),"Eretz,Agdz,Prague (Praha)",https://www.goodreads.com/book/show/12812550-days-of-blood-starlight
205,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,62956,3194648,4.57,435,2004,1999,1,"Fantasy,Young Adult,Fiction","Bram Stoker Award for Best Work for Young Readers (1999), Hugo Award Nominee for Best Novel (2000), Locus Award for Best Fantasy Novel (2000), Whitbread Award for Children's Book of the Year (1999), Mythopoeic Fantasy Award for Children's Literature (2008) ...more","Hogwarts School of Witchcraft and Wizardry,London, England",https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
206,Shadows of Sanctuary,Robert Lynn Asprin,53,2790,3.81,338,1985,1981,1,"Fantasy,Fiction,Anthologies","Locus Award for Best Anthology (1982), Balrog Award for Best Collection/Anthology (1982)",,https://www.goodreads.com/book/show/846424.Shadows_of_Sanctuary
207,Veil of the Dragon,Tom Barczak,13,35,3.89,284,2012,,1,Fantasy,,,https://www.goodreads.com/book/show/13830041-veil-of-the-dragon
208,To Light a Candle,Mercedes Lackey,166,9675,4.13,856,2006,2004,1,"Fantasy,Fiction,Fantasy > Dragons",,,https://www.goodreads.com/book/show/13999.To_Light_a_Candle
209,An Autumn War,Daniel Abraham,278,6552,4.03,366,2008,2008,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",Locus Award Nominee for Best Fantasy Novel (2009),,https://www.goodreads.com/book/show/2443516.An_Autumn_War
210,Hero in the Shadows,David Gemmell,147,7235,4.29,448,2000,2000,1,"Fantasy,Fiction,Fantasy > Heroic Fantasy",,,https://www.goodreads.com/book/show/568116.Hero_in_the_Shadows
211,A Betrayal in Winter,Daniel Abraham,348,6664,3.89,320,2007,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,Machi,https://www.goodreads.com/book/show/811161.A_Betrayal_in_Winter
212,The Girl of Fire and Thorns,Rae Carson,7381,78459,3.79,423,2011,,1,"Fantasy,Young Adult,Romance","Locus Award Nominee for Best First Novel (2012), William C. Morris YA Debut Award Nominee (2012), Andre Norton Award Nominee (2011), Ohioana Book Award for Young Adult (2012), CYBILS Award Nominee for Fantasy & Science Fiction (Young Adult) (2011)",,https://www.goodreads.com/book/show/10429092-the-girl-of-fire-and-thorns
213,Empire of the East,Fred Saberhagen,77,1316,3.92,512,2003,1979,1,"Fantasy,Science Fiction,Fiction",,,https://www.goodreads.com/book/show/16482.Empire_of_the_East
214,Emperor Mage,Tamora Pierce,989,67613,4.2,358,2005,1995,1,"Fantasy,Young Adult,Fiction",,,https://www.goodreads.com/book/show/13833.Emperor_Mage
215,The Thief of Always,Clive Barker,1989,29223,4.2,225,1992,1992,0,"Fantasy,Horror,Fiction",,,https://www.goodreads.com/book/show/32638.The_Thief_of_Always
216,Exile,R.A. Salvatore,1160,61982,4.18,343,2006,1990,1,"Fantasy,Dungeons and Dragons > Forgotten Realms,Fiction",,,https://www.goodreads.com/book/show/66678.Exile
217,Skulduggery Pleasant,Derek Landy,4566,59434,4.13,392,2007,,1,"Fantasy,Young Adult,Mystery","Mythopoeic Fantasy Award Nominee for Children's Literature (2008), Odyssey Award Nominee (2008), Red House Children's Book Award for Older Readers & Overall (2008), Bolton Children's Book Award (2008), California Young Readers Medal Nominee for Middle School/Junior High (2011) ...more",Ireland,https://www.goodreads.com/book/show/284440.Skulduggery_Pleasant
218,When Darkness Falls,Mercedes Lackey,151,7363,4.18,608,2007,2006,1,"Fantasy,Fiction,Fantasy > Magic",,,https://www.goodreads.com/book/show/176789.When_Darkness_Falls
219,Percepliquis,Michael J. Sullivan,452,8444,4.56,620,2012,,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",Goodreads Choice Award Nominee for Fantasy (2012),,https://www.goodreads.com/book/show/12174312-percepliquis
220,Sojourn,R.A. Salvatore,980,64490,4.17,309,1999,1991,1,"Fantasy,Dungeons and Dragons > Forgotten Realms,Fiction",,,https://www.goodreads.com/book/show/66695.Sojourn
221,Magic Study,Maria V. Snyder,4966,77968,4.02,392,2006,,1,"Fantasy,Young Adult,Fantasy > Magic",RITA Award by Romance Writers of America Nominee for Paranormal Romance (2007),Sitia,https://www.goodreads.com/book/show/46202.Magic_Study
222,Kings of the Wyld,Nicholas Eames,5209,32970,4.3,502,2017,,1,"Fantasy,Fiction,Adult","David Gemmell Morningstar Award for Best Fantasy Newcomer (2018), David Gemmell Ravenheart Award for Best Fantasy Cover Art (2018), Goodreads Choice Award Nominee for Fantasy & for Debut Goodreads Author (2017), Reddit r/fantasy Stabby Award for Best Debut Novel (2017), BookNest Award Nominee for Best Debut Novel (2017)",,https://www.goodreads.com/book/show/30841984-kings-of-the-wyld
223,Night Winds,Karl Edward Wagner,53,917,4.28,286,1979,1978,1,"Fantasy,Heroic Fantasy > Sword and Sorcery,Horror","Locus Award Nominee for Best Single Author Collection (1979), World Fantasy Award Nominee for Best Anthology/Collection (1979), Balrog Award Nominee for Best Short Fiction for ""Undertow"" (1979)",,https://www.goodreads.com/book/show/1695319.Night_Winds
224,The Edge of the World,Kevin J. Anderson,187,1517,3.53,608,2009,2009,1,"Fantasy,Fiction,Science Fiction Fantasy",,,https://www.goodreads.com/book/show/6014190-the-edge-of-the-world
225,Witch World,Andre Norton,241,4468,3.82,288,1986,1963,1,"Fantasy,Science Fiction,Fiction",Hugo Award Nominee for Best Novel (1963),,https://www.goodreads.com/book/show/462448.Witch_World
226,"The Way of Kings, Part 1",Brandon Sanderson,1089,19139,4.65,592,2011,2011,1,"Fantasy,Fiction,Adult",,,https://www.goodreads.com/book/show/9329354-the-way-of-kings-part-1
227,Delusion's Master,Tanith Lee,52,932,4.17,208,1984,1981,1,"Fantasy,Fiction,Fantasy > High Fantasy",Mythopoeic Fantasy Award Nominee (1987),,https://www.goodreads.com/book/show/669030.Delusion_s_Master
228,In the Hand of the Goddess,Tamora Pierce,2151,99395,4.18,264,2005,1984,1,"Fantasy,Young Adult,Fiction",Margaret A. Edwards Award (2013),Tortall,https://www.goodreads.com/book/show/13835.In_the_Hand_of_the_Goddess
229,Wintertide,Michael J. Sullivan,350,8923,4.46,317,2010,2010,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",,,https://www.goodreads.com/book/show/8697584-wintertide
230,A Natural History of Dragons,Marie Brennan,3898,31577,3.81,334,2013,,1,"Fantasy,Fantasy > Dragons,Fiction","World Fantasy Award Nominee for Best Novel (2014), Grand Prix de l'Imaginaire Nominee for Roman étranger (2017) (2019), Chesley Award for Best cover Illustration Hardback book (2014), Goodreads Choice Award Nominee for Fantasy (2013)",,https://www.goodreads.com/book/show/12974372-a-natural-history-of-dragons
231,"Magic Lost, Trouble Found",Lisa Shearin,555,7194,3.75,345,2007,2007,1,"Fantasy,Fantasy > Urban Fantasy,Fantasy > Magic",Compton Crook Award Nominee (2008),,https://www.goodreads.com/book/show/621697.Magic_Lost_Trouble_Found
232,The Fairy Godmother,Mercedes Lackey,1040,17604,3.98,479,2004,2004,1,"Fantasy,Romance,Fantasy > Fairy Tales",,Five Hundred Kingdoms,https://www.goodreads.com/book/show/13982.The_Fairy_Godmother
233,The Cloud Roads,Martha Wells,1156,9351,3.97,278,2011,2011,1,"Fantasy,Fiction,Fantasy > High Fantasy",,,https://www.goodreads.com/book/show/9461562-the-cloud-roads
234,The Goblin Emperor,Katherine Addison,5044,35816,4.01,446,2014,,1,"Fantasy,Fiction,Science Fiction > Steampunk","Hugo Award Nominee for Best Novel (2015), Nebula Award Nominee for Best Novel (2014), Locus Award for Best Fantasy Novel (2015), World Fantasy Award Nominee for Best Novel (2015), Goodreads Choice Award Nominee for Fantasy (2014)",,https://www.goodreads.com/book/show/17910048-the-goblin-emperor
235,"To Green Angel Tower, Part 1",Tad Williams,241,18222,4.2,815,1994,1993,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/795034.To_Green_Angel_Tower_Part_1
236,The Eyes of the Overworld,Jack Vance,260,3951,4.13,190,1977,1966,1,"Fantasy,Science Fiction,Fiction",,,https://www.goodreads.com/book/show/872816.The_Eyes_of_the_Overworld
237,River of Stars,Guy Gavriel Kay,757,6694,4.14,639,2013,2013,1,"Fantasy,Historical > Historical Fiction,Fiction","Locus Award Nominee for Best Fantasy Novel (2014), Sunburst Award Nominee for Adult (2014), Prix Aurora Award Nominee for Best Novel (2014), Goodreads Choice Award Nominee for Fantasy (2013), Prix Elbakin.net for Meilleur roman fantasy traduit (2017) ...more",,https://www.goodreads.com/book/show/15808474-river-of-stars
238,First Rider's Call,Kristen Britain,676,21466,4.22,596,2004,2003,1,"Fantasy,Fiction,Fantasy > Magic",,,https://www.goodreads.com/book/show/147844.First_Rider_s_Call
239,Peter and the Starcatchers,Dave Barry,4997,74226,4.03,452,2006,2004,1,"Fantasy,Young Adult,Fiction","Audie Award for Children's Titles Ages 8-12 (2005), Grand Canyon Reader Award for Intermediate Book (2006), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2007), Dorothy Canfield Fisher Children's Book Award Nominee (2006), Sunshine State Young Readers Award for Grades 6-8 (2006) ...more",,https://www.goodreads.com/book/show/34262.Peter_and_the_Starcatchers
240,Aurian,Maggie Furey,110,3183,3.93,608,1994,1994,1,"Fantasy,Fantasy > High Fantasy,Fantasy > Magic",,,https://www.goodreads.com/book/show/476733.Aurian
241,Los días del venado,Liliana Bodoc,261,2390,3.87,322,2000,1999,1,"Fantasy,European Literature > Spanish Literature,Fiction","Premio de la Fundación El Libro a la mejor obra de literatura juvenil, Premio Calidoscopio de Venezuela (2003)",,https://www.goodreads.com/book/show/2141384.Los_d_as_del_venado
242,The Crow,Alison Croggon,532,13134,4.02,511,2007,2006,1,"Fantasy,Young Adult,Fiction",,,https://www.goodreads.com/book/show/393147.The_Crow
243,White Wolf,David Gemmell,171,9540,4.28,589,2004,2003,1,"Fantasy,Fiction,Fantasy > Heroic Fantasy",,,https://www.goodreads.com/book/show/384962.White_Wolf
244,The Legend of Sigurd & Gudrún,J.R.R. Tolkien,415,6969,3.85,384,2009,2009,0,"Fantasy,Poetry,Fiction",,Germany,https://www.goodreads.com/book/show/6352248-the-legend-of-sigurd-gudr-n
245,The Wounded Land,Stephen R. Donaldson,260,19217,3.99,498,1987,1980,1,"Fantasy,Fiction,Science Fiction Fantasy","Locus Award Nominee for Best Fantasy Novel (1981), Mythopoeic Fantasy Award Nominee (1981), Ditmar Award Nominee for Best International Long Fiction (1981), Balrog Award for Best Novel (1981), British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (1981)",,https://www.goodreads.com/book/show/693230.The_Wounded_Land
246,Switched,Amanda Hocking,6951,100028,3.87,318,2012,2010,1,"Fantasy,Young Adult,Fantasy > Paranormal",,Minnesota,https://www.goodreads.com/book/show/11457525-switched
